file,label,feature,value,abs_value,prediction,confidence
real_1.wav,real,MFCC_16_mean <,0.12937404986553555,0.12937404986553555,Real,0.99999917
real_1.wav,real,MFCC_18_mean <,0.11888863644999863,0.11888863644999863,Real,0.99999917
real_1.wav,real,MFCC_17_mean > 0.38,0.09937002875693153,0.09937002875693153,Real,0.99999917
real_1.wav,real,MFCC_1_std <,0.07846494492731862,0.07846494492731862,Real,0.99999917
real_1.wav,real,MFCC_1_mean <,0.07823223682810727,0.07823223682810727,Real,0.99999917
real_1.wav,real,RMS_std <,0.07557773947385343,0.07557773947385343,Real,0.99999917
real_1.wav,real,Contrast_band4_std <,0.06766950367637717,0.06766950367637717,Real,0.99999917
real_1.wav,real,MFCC_3_std <,0.06686567437754044,0.06686567437754044,Real,0.99999917
real_1.wav,real,MFCC_9_std <,0.062258451904607146,0.062258451904607146,Real,0.99999917
real_1.wav,real,MFCC_18_std > 0.47,0.061525017322788214,0.061525017322788214,Real,0.99999917
real_1.wav,real,Contrast_band2_std <,0.05977210323355405,0.05977210323355405,Real,0.99999917
real_1.wav,real,Contrast_band4_mean <,-0.059146482094636174,0.059146482094636174,Real,0.99999917
real_1.wav,real,MFCC_15_mean <,-0.05415384835254168,0.05415384835254168,Real,0.99999917
real_1.wav,real,MFCC_10_std <,0.05371004398732918,0.05371004398732918,Real,0.99999917
real_1.wav,real,MFCC_2_std <,0.052892327241269674,0.052892327241269674,Real,0.99999917
real_1.wav,real,Chroma_std <,0.05279310874138822,0.05279310874138822,Real,0.99999917
real_1.wav,real,MFCC_4_std <,-0.05189513758558226,0.05189513758558226,Real,0.99999917
real_1.wav,real,MFCC_5_std <,0.04882829346918826,0.04882829346918826,Real,0.99999917
real_1.wav,real,-0.01 < MFCC_20_mean <,-0.04445190780581035,0.04445190780581035,Real,0.99999917
real_1.wav,real,0.19 < MFCC_10_mean <,-0.04238561480631849,0.04238561480631849,Real,0.99999917
real_10.wav,real,MFCC_16_mean <,0.12020903614681794,0.12020903614681794,Real,0.9999926
real_10.wav,real,MFCC_17_mean > 0.38,0.10996695968156268,0.10996695968156268,Real,0.9999926
real_10.wav,real,MFCC_18_mean <,0.10959636955228648,0.10959636955228648,Real,0.9999926
real_10.wav,real,MFCC_1_mean <,0.08937027196198367,0.08937027196198367,Real,0.9999926
real_10.wav,real,MFCC_10_mean > 0.66,-0.08413791264922803,0.08413791264922803,Real,0.9999926
real_10.wav,real,MFCC_1_std <,0.08046183455624403,0.08046183455624403,Real,0.9999926
real_10.wav,real,MFCC_18_std > 0.47,0.07960035508029117,0.07960035508029117,Real,0.9999926
real_10.wav,real,MFCC_6_mean > 0.86,0.0768568825123126,0.0768568825123126,Real,0.9999926
real_10.wav,real,RMS_std <,0.072095415249145,0.072095415249145,Real,0.9999926
real_10.wav,real,Contrast_band4_std <,0.07192586572037961,0.07192586572037961,Real,0.9999926
real_10.wav,real,Chroma_std <,0.06987312183051902,0.06987312183051902,Real,0.9999926
real_10.wav,real,MFCC_2_std <,0.059459123593334794,0.059459123593334794,Real,0.9999926
real_10.wav,real,MFCC_3_std <,0.05814643483145016,0.05814643483145016,Real,0.9999926
real_10.wav,real,RMS_mean <,0.05509730257008555,0.05509730257008555,Real,0.9999926
real_10.wav,real,MFCC_5_std <,0.05497346595862988,0.05497346595862988,Real,0.9999926
real_10.wav,real,MFCC_15_mean <,-0.05491164179133575,0.05491164179133575,Real,0.9999926
real_10.wav,real,Contrast_band2_std <,0.05482135760691452,0.05482135760691452,Real,0.9999926
real_10.wav,real,MFCC_4_std <,-0.0542306376038517,0.0542306376038517,Real,0.9999926
real_10.wav,real,MFCC_19_mean > 0.45,0.043413368751071754,0.043413368751071754,Real,0.9999926
real_10.wav,real,MFCC_10_std <,0.04238799691586874,0.04238799691586874,Real,0.9999926
real_100.wav,real,MFCC_20_mean <,0.10456930977277225,0.10456930977277225,Real,0.99999917
real_100.wav,real,MFCC_17_mean > 0.38,0.09295158981140607,0.09295158981140607,Real,0.99999917
real_100.wav,real,MFCC_18_std > 0.47,0.088970472826577,0.088970472826577,Real,0.99999917
real_100.wav,real,MFCC_10_mean <,0.08733972577224855,0.08733972577224855,Real,0.99999917
real_100.wav,real,RMS_std <,0.08690589111066332,0.08690589111066332,Real,0.99999917
real_100.wav,real,MFCC_1_mean <,0.08271237177783143,0.08271237177783143,Real,0.99999917
real_100.wav,real,MFCC_11_mean <,0.08252931245764698,0.08252931245764698,Real,0.99999917
real_100.wav,real,Contrast_band4_mean <,-0.07235161381893962,0.07235161381893962,Real,0.99999917
real_100.wav,real,Chroma_std <,0.07163267803316979,0.07163267803316979,Real,0.99999917
real_100.wav,real,MFCC_13_std > 0.57,-0.07107112350886999,0.07107112350886999,Real,0.99999917
real_100.wav,real,MFCC_4_mean > 0.67,0.06897837514010027,0.06897837514010027,Real,0.99999917
real_100.wav,real,MFCC_12_mean > 0.70,-0.06863641618206517,0.06863641618206517,Real,0.99999917
real_100.wav,real,MFCC_9_std <,0.06699495628847905,0.06699495628847905,Real,0.99999917
real_100.wav,real,Contrast_band4_std <,0.0629212435817262,0.0629212435817262,Real,0.99999917
real_100.wav,real,MFCC_5_std > 0.74,-0.06096718131192347,0.06096718131192347,Real,0.99999917
real_100.wav,real,Tonnetz_4_std <,0.05489818382650432,0.05489818382650432,Real,0.99999917
real_100.wav,real,RMS_mean <,0.05399328427905909,0.05399328427905909,Real,0.99999917
real_100.wav,real,MFCC_7_std > 0.59,0.04391953694566161,0.04391953694566161,Real,0.99999917
real_100.wav,real,MFCC_4_std > 0.66,0.0432878036525899,0.0432878036525899,Real,0.99999917
real_100.wav,real,0.26 < MFCC_3_std <,-0.03837242842061966,0.03837242842061966,Real,0.99999917
real_1000.wav,real,MFCC_16_mean <,0.1297724757162243,0.1297724757162243,Real,0.9999994
real_1000.wav,real,MFCC_18_mean <,0.12036703904788708,0.12036703904788708,Real,0.9999994
real_1000.wav,real,MFCC_7_mean <,0.11710964991011448,0.11710964991011448,Real,0.9999994
real_1000.wav,real,SpectralBandwidth_mean > 0.69,-0.10986553021421308,0.10986553021421308,Real,0.9999994
real_1000.wav,real,MFCC_5_mean <,0.10713343551620699,0.10713343551620699,Real,0.9999994
real_1000.wav,real,MFCC_20_mean <,0.09468994268343006,0.09468994268343006,Real,0.9999994
real_1000.wav,real,MFCC_1_std > 0.68,-0.09100670637243943,0.09100670637243943,Real,0.9999994
real_1000.wav,real,MFCC_14_mean <,0.08895619455725993,0.08895619455725993,Real,0.9999994
real_1000.wav,real,MFCC_10_mean <,0.08089811487142574,0.08089811487142574,Real,0.9999994
real_1000.wav,real,MFCC_11_mean <,0.07537938364650823,0.07537938364650823,Real,0.9999994
real_1000.wav,real,Chroma_mean > 0.53,-0.07131085237028101,0.07131085237028101,Real,0.9999994
real_1000.wav,real,MFCC_6_mean > 0.86,0.07126263685785647,0.07126263685785647,Real,0.9999994
real_1000.wav,real,MFCC_18_std <,-0.06977382715880338,0.06977382715880338,Real,0.9999994
real_1000.wav,real,MFCC_3_mean <,0.06876176624285178,0.06876176624285178,Real,0.9999994
real_1000.wav,real,MFCC_5_std > 0.74,-0.06402652650704707,0.06402652650704707,Real,0.9999994
real_1000.wav,real,Contrast_band4_std <,0.06346201968520945,0.06346201968520945,Real,0.9999994
real_1000.wav,real,MFCC_15_mean > 0.60,0.059330029105879006,0.059330029105879006,Real,0.9999994
real_1000.wav,real,Chroma_std <,0.059108655846994436,0.059108655846994436,Real,0.9999994
real_1000.wav,real,Contrast_band5_mean <,-0.05431573211004987,0.05431573211004987,Real,0.9999994
real_1000.wav,real,MFCC_7_std > 0.59,0.05389830922992017,0.05389830922992017,Real,0.9999994
real_1001.wav,real,SpectralBandwidth_mean > 0.69,-0.12277364630490752,0.12277364630490752,Real,0.9999999
real_1001.wav,real,MFCC_7_mean <,0.11877816006601578,0.11877816006601578,Real,0.9999999
real_1001.wav,real,MFCC_16_mean <,0.11804597392038475,0.11804597392038475,Real,0.9999999
real_1001.wav,real,MFCC_5_mean <,0.11038151003933465,0.11038151003933465,Real,0.9999999
real_1001.wav,real,MFCC_18_mean <,0.1066868680147131,0.1066868680147131,Real,0.9999999
real_1001.wav,real,MFCC_20_mean <,0.1004709229267838,0.1004709229267838,Real,0.9999999
real_1001.wav,real,MFCC_10_mean <,0.09738416449549134,0.09738416449549134,Real,0.9999999
real_1001.wav,real,MFCC_17_mean > 0.38,0.0916328052392098,0.0916328052392098,Real,0.9999999
real_1001.wav,real,MFCC_14_mean <,0.09136719701923127,0.09136719701923127,Real,0.9999999
real_1001.wav,real,SpectralRolloff_std <,0.07213792057970454,0.07213792057970454,Real,0.9999999
real_1001.wav,real,Chroma_mean > 0.53,-0.07060114505027074,0.07060114505027074,Real,0.9999999
real_1001.wav,real,MFCC_15_mean > 0.60,0.06804775661095226,0.06804775661095226,Real,0.9999999
real_1001.wav,real,MFCC_11_mean <,0.06756027381965221,0.06756027381965221,Real,0.9999999
real_1001.wav,real,Contrast_band4_mean <,-0.06753938904766722,0.06753938904766722,Real,0.9999999
real_1001.wav,real,MFCC_9_std <,0.06665196424934329,0.06665196424934329,Real,0.9999999
real_1001.wav,real,MFCC_2_mean <,-0.06482031494134567,0.06482031494134567,Real,0.9999999
real_1001.wav,real,Chroma_std <,0.061739570039475875,0.061739570039475875,Real,0.9999999
real_1001.wav,real,MFCC_3_mean <,0.06164152193509187,0.06164152193509187,Real,0.9999999
real_1001.wav,real,RMS_std <,0.06040519343351785,0.06040519343351785,Real,0.9999999
real_1001.wav,real,MFCC_4_mean > 0.67,0.05689153864158153,0.05689153864158153,Real,0.9999999
real_1002.wav,real,MFCC_16_mean <,0.13901929044032682,0.13901929044032682,Real,1.0
real_1002.wav,real,SpectralBandwidth_mean > 0.69,-0.12002718100733006,0.12002718100733006,Real,1.0
real_1002.wav,real,MFCC_7_mean <,0.11489577401343494,0.11489577401343494,Real,1.0
real_1002.wav,real,MFCC_5_mean <,0.10838153329453695,0.10838153329453695,Real,1.0
real_1002.wav,real,MFCC_20_mean <,0.09276167621825274,0.09276167621825274,Real,1.0
real_1002.wav,real,MFCC_10_mean <,0.08818355527408686,0.08818355527408686,Real,1.0
real_1002.wav,real,MFCC_11_mean <,0.0829668695466867,0.0829668695466867,Real,1.0
real_1002.wav,real,MFCC_1_mean <,0.08084239500706765,0.08084239500706765,Real,1.0
real_1002.wav,real,MFCC_14_mean <,0.07785388619034972,0.07785388619034972,Real,1.0
real_1002.wav,real,MFCC_15_mean > 0.60,0.0686749163622892,0.0686749163622892,Real,1.0
real_1002.wav,real,SpectralRolloff_std <,0.06647448993437481,0.06647448993437481,Real,1.0
real_1002.wav,real,Contrast_band4_mean <,-0.06288542544074906,0.06288542544074906,Real,1.0
real_1002.wav,real,RMS_mean <,0.061455132799874725,0.061455132799874725,Real,1.0
real_1002.wav,real,MFCC_9_std <,0.06127451944613576,0.06127451944613576,Real,1.0
real_1002.wav,real,MFCC_3_mean <,0.06067141504424458,0.06067141504424458,Real,1.0
real_1002.wav,real,Contrast_band4_std <,0.0606457386621074,0.0606457386621074,Real,1.0
real_1002.wav,real,Contrast_band2_std <,0.057513598252101436,0.057513598252101436,Real,1.0
real_1002.wav,real,MFCC_18_std <,-0.05718072191544627,0.05718072191544627,Real,1.0
real_1002.wav,real,MFCC_7_std > 0.59,0.0555847201720836,0.0555847201720836,Real,1.0
real_1002.wav,real,MFCC_2_mean <,-0.05307525431383555,0.05307525431383555,Real,1.0
real_1003.wav,real,MFCC_16_mean <,0.13226335967537917,0.13226335967537917,Real,1.0
real_1003.wav,real,SpectralBandwidth_mean > 0.69,-0.11295095138434269,0.11295095138434269,Real,1.0
real_1003.wav,real,MFCC_20_mean <,0.1064847861822406,0.1064847861822406,Real,1.0
real_1003.wav,real,MFCC_7_mean <,0.10471265500383377,0.10471265500383377,Real,1.0
real_1003.wav,real,MFCC_5_mean <,0.09845529855172634,0.09845529855172634,Real,1.0
real_1003.wav,real,MFCC_17_mean > 0.38,0.09185049752583752,0.09185049752583752,Real,1.0
real_1003.wav,real,MFCC_14_mean <,0.08717446982380747,0.08717446982380747,Real,1.0
real_1003.wav,real,MFCC_10_mean <,0.07664697021353668,0.07664697021353668,Real,1.0
real_1003.wav,real,MFCC_18_std > 0.47,0.0750350089081284,0.0750350089081284,Real,1.0
real_1003.wav,real,MFCC_3_mean <,0.07031357932726785,0.07031357932726785,Real,1.0
real_1003.wav,real,ZCR_mean > 0.53,0.06375035320008633,0.06375035320008633,Real,1.0
real_1003.wav,real,MFCC_4_std > 0.66,0.06327866057528318,0.06327866057528318,Real,1.0
real_1003.wav,real,Chroma_std <,0.06219110561793009,0.06219110561793009,Real,1.0
real_1003.wav,real,MFCC_15_mean > 0.60,0.06129296285179566,0.06129296285179566,Real,1.0
real_1003.wav,real,MFCC_1_mean > 0.67,-0.0608641451187913,0.0608641451187913,Real,1.0
real_1003.wav,real,RMS_std <,0.06040336543450071,0.06040336543450071,Real,1.0
real_1003.wav,real,MFCC_6_mean > 0.86,0.05774982748758929,0.05774982748758929,Real,1.0
real_1003.wav,real,SpectralRolloff_std <,0.052736295686874955,0.052736295686874955,Real,1.0
real_1003.wav,real,MFCC_7_std > 0.59,0.047496545407064654,0.047496545407064654,Real,1.0
real_1003.wav,real,MFCC_11_mean <,0.04208143786700326,0.04208143786700326,Real,1.0
real_1004.wav,real,MFCC_16_mean <,0.13226390862902132,0.13226390862902132,Real,1.0
real_1004.wav,real,MFCC_7_mean <,0.12044629125884561,0.12044629125884561,Real,1.0
real_1004.wav,real,MFCC_5_mean <,0.11309412539610247,0.11309412539610247,Real,1.0
real_1004.wav,real,MFCC_20_mean <,0.1079285562066668,0.1079285562066668,Real,1.0
